"Establishment Name","Establishment Address","District Name","Name Of Owner","Location Of Establishment","Whether the Name and Address of the Establishment is Same as in the Frame","If no in item 1.5 the new Name of the Establishment (if any)","If no in item 1.5 Address of the Establishment (if any)","Sample Serial Number","NIC Code 2008 As Per Frame","Description Of Economic Activity","Description of goods produced/traded or services provided","NIC code 2008 at the time of visit","Person Name","Person Designation","Person Email","Person Phone/Mobile",Landline,"Whether the establishment is","Main Office Address","Usual Nature Of Operation","Current Operational Status","Ownership code","Registration Information: whether registered or not","Shops and Commercial Establishments Act","Companies Act 1956","Central Excise/Sales Tax Act","Factories Act 1948","Societies Registration Act","Co-operative Societies Act ","Directorate Of Industries","KVIC/KVIB/DC : Handloom/Handicrafts","Act related to Building & Construction","Registered with other agencies Specify",Specify,"Year Since Operational under current ownership","No. of Shifts in Operation","Do you maintain any record of employment in your unit?","Total Employment (As on 1st day of the respective quarter)","Self Employed Fulltime Male","Self Employed Fulltime Female ","Self Employed Part Time Male","Self Employed Part Time Female","Self Employed Total Male","Self Employed Total Female","Employee Regular Full Time Male","Employee Regular Full Time Female","Employee Regular Part Time Male","Employee Regular Part Time Female","Employee Regular Total Male","Employee Regular Total Female","Employee Contract Full Time Male","Employee Contract Full Time Female","Employee Contract Part Time Male","Employee Contract Part Time Female","Employee Contract Total Male","Employee Contract Full Total Female","Fixed Term Employment Full Time Male","Fixed Term Employment Full Time Female","Fixed Term Employment Part Time Male","Fixed Term Employment Part Time Female","Fixed Term Employment Total Male","Fixed Term Employment Total Female","Casual Full Time Male","Casual Full Time Female","Casual Part Time Male","Casual Part Time Female","Casual Total Male","Casual Total Female","Total Full Time Male","Total Full Time Female","Total Part Time Male","Total Part Time Female","Total Male","Total Female","Does any worker(s) from your unit undergo a Formal Skill Development Programme?","The place of the Skill Development Training ","If code 1 in 4.1 is establishment is conducting formal skill development","Is any On the Job Training (OJT) conducted in your unit?","Is your enterprise registered under MSME Act","If yes in item 6.1 whether it is registered with Udyam portal","If yes in item 6.1 The amount of current investment in Plant & Machinery or equipment (in Rs. crores)","If yes in item 6.1 The value of annual turnover of the unit (in Rs. crores)","Number of Current Vacancies (as on 1st day of current quarter)","Number of Vacancies due to: Resignation","Number of Vacancies due to: Retirement","Number of Vacancies due to: Others(please specify)","Reasons for Vacancies","7.2) Number of Vacancies not filled up due to","Number of Vacancies in the process of being filled up","Number of Vacancies due to Non-availability of the Requisite Skilled Workers","Not felt need now","Others (please specify)","Reasons for Vacancies","Number of posts created during the preceding Quarter","Number of persons recruited during the preceding Quarter","Number of posts withdrawn/lapsed during the preceding Quarter","Number of persons retrenched during the preceding Quarter","Self Employed Total Matric/Secondary or below","Self Employed Above Matric/Secondary but Under Graduate","Self Employed Graduate or above","Self Employed Not known","Self Employed Total","Regular Total Matric/Secondary or below","Regular Above Matric/Secondary but Under Graduate","Regular Graduate or above","Regular Not known","Regular Total","Contract Total Matric/Secondary or below","Contract Above Matric/Secondary but Under Graduate","Contract Graduate or above","Contract Not known","Contract Total","Fixed Total Matric/Secondary or below","Fixed Above Matric/Secondary but Under Graduate","Fixed Graduate or above","Fixed Not known","Fixed Total","Casual Total Matric/Secondary or below","Casual Above Matric/Secondary but Under Graduate","Casual Graduate or above","Casual Not known","Casual Total","Total Matric/Secondary or below","Total Above Matric/Secondary but Under Graduate","Total Graduate or above","Total Not known",Total,"Total Employment Clinical + Non Clinical (to be copied from III B)",Clinical,Medical,Nursing,Paramedical,"Non Clinical","Self Employed: Matric/Secondary or below","Self Employed: Above Matric/ Secondary but Under Graduate","Self Employed: Graduate or above","Self Employed: Not known","Self Employed: Total","Regular(not on contract): Matric/Secondary or below","Regular(not on contract): Above Matric/ Secondary but Under Graduate","Regular(not on contract): Graduate or above","Regular(not on contract): Not known","Regular(not on contract): Total","Contract: Matric/Secondary or below","Contract: Above Matric/ Secondary but Under Graduate","Contract: Graduate or above","Contract: Not known","Contract: Total","Fixed Term Employment: Matric/Secondary or below","Fixed Term Employment: Above Matric/ Secondary but Under Graduate","Fixed Term Employment: Graduate or above","Fixed Term Employment: Not known","Fixed Term Employment: Total","Casual: Matric/Secondary or below","Casual: Above Matric/ Secondary but Under Graduate","Casual: Graduate or above","Casual: Not known","Casual: Total","Total (Non-Clinical): Matric/Secondary or below","Total (Non-Clinical): Above Matric/ Secondary but Under Graduate","Total (Non-Clinical): Graduate or above","Total (Non-Clinical): Not known","Total (Non-Clinical): Total","Total Employment Teaching+Non-Teaching",Teaching,Non-Teaching,Librarian,"Lab Technician","Self Employed","Self Employed: Graduates or Above","Self Employed: Matric/Secondary or below","Self Employed: Above Matric/ Secondary but Under Graduate","Self Employed: Not known","Regular(not on contract)","Regular(not on contract): Graduates or Above","Regular(not on contract): Matric/Secondary or below","Regular(not on contract): Above Matric/ Secondary but Under Graduate","Regular(not on contract): Not known",Contract,"Contract: Graduates or Above","Contract: Matric/Secondary or below","Contract: Above Matric/ Secondary but Under Graduate","Contract: Not known","Fixed Term Employment","Fixed Term Employment: Graduates or Above","Fixed Term Employment: Matric/Secondary or below","Fixed Term Employment: Above Matric/ Secondary but Under Graduate","Fixed Term Employment: Not known",Casual,"Casual: Graduates or Above","Casual: Matric/Secondary or below","Casual: Above Matric/ Secondary but Under Graduate","Casual: Not known","Total: Non Teaching(Others)","Total(Graduates or Above)","Total: Matric/Secondary or below","Total: Above Matric/ Secondary but Under Graduate","Total: Not known","Operation During Nationwide Lockdown","Employment Before March Male","Employment Before March Female","Employment Before March Total","Employment On July Male","Employment On July Female","Employment On July Total","Employment On April Male","Employment On April Female","Employment On April Total","Full Wages","Reduced Wages","No Wages",Total,"State Insurance Whether Applicable","State Insurance Number Emp Covered","Provident Funds Whether Applicable","Provident Funds Number Emp Covered","Compensation Whether Applicable ","Compensation Number Emp Covered","Maternity Whether Applicable","Maternity Number Emp Covered","Gratuity Whether Applicable","Gratuity Number Emp Covered","Bonus Whether Applicable","Bonus Number Emp Covered","Others Whether Applicable","Others Number Emp Covered","Survey Type","In case of Substitution the reasons thereof",Reason,"Investigator Name","Investigator Code","Date Of Survey",Remarks
"NARAYANA JR. COLLEGE NEAR SIVA PARVATHI THEATREBHAGYA NAGAR COLONY HYD500018",,Amritsar,"P.NARAYANA RAO","Outside HH without fixed structure-3 ",Yes,,,3606710610,852,"Due to covid close","Education services","853 - Higher education",Abc,Manager,,0866173200,,"Main Office of an enterprise-2",,casual-3,partly-2,"Private Limited Company-5",No,,,,,,,,,,,,2006,2,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not Known",0,"Not Known",0,"Not Known",0,,0,"Not Known",0,"Not Known",0,"Not Known",0,Original,,,"Alok Dehury",NA,"06/13/2021 17:14:00",
"s.p.r college of engineering technology ankush pur",,Amritsar,"s.prabakar rao","Outside HH without fixed structure-3 ",Yes,,,3606720637,853,"Higher education","Higher education services","853 - Higher education","Prabhakar rao",Principal,,9394544566,09849446716,"Main Office of an enterprise-2",,perennial-1,partly-2,Partnership-4,Yes,No,No,No,No,Yes,No,No,No,No,No,,2010,1,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not Known",,"Not Known",,"Not Known",,,,"Not Known",,"Not Known",,"Not Known",,Original,,,"Alok Dehury",NA,"06/13/2021 17:05:00",
"GURU NANK STONE CRUSHER KATHUA NEAR RAILWAY STATION 184102",,Pithoragarh,"GURCHARAN SINGH","Outside HH with fixed structure- 2",Yes,,,0107120026,239,manufacturing,"goods produced","239 - Manufacture of non-metallic mineral products n.e.c.",Abc,Owner,,0000000000,,"Main Office of an enterprise-2",,perennial-1,fully-1,Proprietary-3,Yes,No,No,No,Yes,No,No,Yes,No,No,No,,2017,1,Yes,22,2,0,0,0,2,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,2,0,2,18,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,2,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,50,0,50,22,0,22,22,0,22,0,20,0,20,No,,No,,No,,,,No,,No,,Yes,20,Original,,,"Narendra Sharma",NA,"06/14/2021 23:37:00",
"RAILWAY STATION HIRANAGAR NEAR MAIN MARKET HIRANAGAR KATHUA (J&K), PIN- 184102",,Pithoragarh,"GOVT RAILWAY STATION","Outside HH with fixed structure- 2",Yes,,,0107410053,491,Services,"Train services","491 - Transport via railways","Shiva Singh","Station Head",,7814281221,,"Enterprise  by itself-1",,perennial-1,fully-1,"Government / PSU-1",Yes,No,No,No,No,No,No,No,No,No,Yes,,1901,1,Yes,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,4,0,4,4,0,4,4,0,4,4,0,0,4,No,,Yes,4,Yes,4,,,Yes,4,Yes,4,No,,Original,,,"IRFAN AHMED",NA,"05/26/2021 15:55:00",
"GOVT GIRLS HIGH SCHOOL , DOGRA HALL JAMMU (180001)",,Pithoragarh,"govt. education department","Outside HH with fixed structure- 2",Yes,,,0107710104,852,"Closed due to covid",Education,"853 - Higher education","Pushkar Geol","Head Mistress",gghsdograhall@gmail.com,9796453979,,"Main Office of an enterprise-2",,seasonal-2,partly-2,"Government / PSU-1",No,,,,,,,,,,,,2013,1,Yes,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,5,0,0,0,0,0,0,2,5,0,0,2,5,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,2,5,7,2,5,7,2,5,7,7,0,0,7,"Not Known",0,"Not Known",0,"Not Known",0,"Not Known",0,"Not Known",0,"Not Known",0,"Not Known",0,Original,,,"IRFAN AHMED",NA,"05/26/2021 16:02:00",
"FOR JAMMU AND KASHMIR MILK PRODUCERS CO- OPERATIVE LTD. SATWARI JAMMU 180003",,Bageshwar,"ATUL KUMAR AGRAWAL","Outside HH with fixed structure- 2",Yes,,,0108110002,105,manufacturing,"goods produced","105 - Manufacture of dairy products","ATUL KUMAR AGRAWAL",Clark,,9697521801,,"Main Office of an enterprise-2",,perennial-1,fully-1,"Government / PSU-1",Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,,2004,1,Yes,56,0,0,0,0,0,0,50,6,0,0,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,6,0,0,50,6,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,20,26,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,26,0,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,50,6,56,50,6,56,50,6,56,0,0,0,0,No,,Yes,56,Yes,56,Yes,6,Yes,56,Yes,56,"Not Known",,Original,,,"IRFAN AHMED",NA,"06/12/2021 14:55:00",
"Primary Health Center Lakhanpur (Parole) jammu & Kashmir184152",,Jaipur,"J&k Health Dept.","Outside HH with fixed structure- 2",Yes,,,0109810117,861,hospital,services,"861 - Hospital activities",Abc,Owner,,0000000000,,"Main Office of an enterprise-2",,perennial-1,fully-1,"Government / PSU-1",Yes,No,No,No,No,No,No,No,No,No,Yes,,1988,1,Yes,13,0,0,0,0,0,0,6,7,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,6,7,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,13,10,2,5,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,6,7,13,6,7,13,6,7,13,13,0,0,13,No,,Yes,13,Yes,13,Yes,7,Yes,13,No,,No,,Original,,,"Narendra Sharma",NA,"06/14/2021 23:34:00",
"m/s. personality ready made 6,kaLEETH NAGAR JAMMU-180004",,Darbhanga,"AJAY GUPTA","Outside HH with fixed structure- 2",Yes,,,0114310049,477,"readymade specialized store","traded and services","477 - Retail sale of other goods in specialized stores",Abc,Manager,,0000000000,,"Main Office of an enterprise-2",,perennial-1,fully-1,Proprietary-3,Yes,Yes,No,No,No,No,No,No,No,No,No,,2012,1,Yes,10,1,0,0,0,1,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,7,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,15,0,15,9,0,9,10,0,10,9,0,0,9,Yes,6,Yes,3,No,,,,No,,No,,No,,Original,,,"Narendra Sharma",NA,"06/14/2021 23:34:00",
"BLOCK MEDICAL OFFICER HEALTH & FAMILY WELFARE CHC R S PURA 180004 JAMMU",,Darbhanga,"GOVT. HEALT DEPT.","Outside HH with fixed structure- 2",Yes,,,0114810110,861,"health activities",services,"861 - Hospital activities",Abc,Manager,,0000000000,,"Main Office of an enterprise-2",,perennial-1,fully-1,"Government / PSU-1",Yes,No,No,No,No,No,No,No,No,No,Yes,,1995,1,Yes,14,0,0,0,0,0,0,8,6,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,8,6,No,,,No,No,No,,,0,00,0,0,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,14,10,3,5,2,4,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,8,6,14,8,6,14,8,6,14,14,0,0,14,No,,Yes,14,Yes,14,Yes,6,Yes,14,No,,No,,Original,,,"Narendra Sharma",NA,"06/14/2021 23:28:00",
"PANNA CA STORE FOOD ZONE INDUSTRIAL COMPLEX BARI BRAHMANA, JAMMU, GANDHI NAGAR,77 B/C, JAMMU, 181133",,Zunheboto,"PP GROWER (OWNER BROTHERS /EMPLOYEE)","Outside HH with fixed structure- 2",Yes,,,0118710103,521,Trading,"services provided","521 - Warehousing and storage",Manager,Manager,,,01923222639,"Enterprise  by itself-1",,perennial-1,fully-1,Proprietary-3,Yes,No,No,No,Yes,No,No,Yes,No,No,No,,2011,1,Yes,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,No,,,No,No,No,,,0,0,00,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,7,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,15,0,15,8,0,8,10,0,10,6,3,0,9,Yes,5,Yes,4,No,,,,No,,No,,No,,Original,,,"Narendra Sharma",NA,"06/14/2021 23:32:00",
"PBA INFRASTRUCTURE PVT LTD, NEAR BARTA VILL., J & K- 182122",,Wokha,"Aradhana Gupta/ Chander Parkash Gupta","Outside HH with fixed structure- 2",Yes,,,0119220042,421,construction,"services provided","421 - Construction of roads and railways","chander guptA",MD,anands_cs@rediffmail.com,9419199333,,"Unit/ Branch of an enterprise-3","PRAKASH,611/3,V.N PURAN MARG CHEMBAR, MUMBAI",perennial-1,fully-1,"Private Limited Company-5",Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,,2007,1,Yes,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,Yes,"In some other establishment - 2",,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,00,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,12,0,12,2,0,2,3,0,3,3,3,6,12,No,,Yes,3,No,,,,Yes,3,No,,No,,Original,,,"Manzoor Ahmad bhat",NA,"06/08/2021 21:24:00",
"COLD STORAGE & ICE FACTORY, J&K 180003",,Lunglei,"RAVI KUMAR","Outside HH with fixed structure- 2",Yes,,,0121410057,521,warehouse,services,"521 - Warehousing and storage",Abc,Owner,,0000000000,,"Main Office of an enterprise-2",,perennial-1,fully-1,Proprietary-3,Yes,No,No,No,Yes,No,No,Yes,No,No,No,,2001,1,Yes,12,1,0,0,0,1,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,3,7,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,15,0,15,8,0,8,12,0,12,7,0,0,7,Yes,6,Yes,5,No,,,,No,,No,,No,,Original,,,"Narendra Sharma",NA,"06/14/2021 23:30:00",
"DIVYANSH TRADERS PURMAN DAL MORH RAINU CHAK, J&K 180006",,Lunglei,DIVYANSH,"Outside HH with fixed structure- 2",Yes,,,0121420061,461,Trading,Services,"461 - Wholesale on a fee or contract basis",Divyansh,Owner,,0000000000,,"Enterprise  by itself-1",,perennial-1,fully-1,Proprietary-3,Yes,Yes,No,No,No,No,No,No,No,No,No,,2005,1,Yes,46,1,0,0,0,1,0,45,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,46,0,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,30,15,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,15,1,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,45,0,45,46,0,46,46,0,46,30,14,0,44,Yes,30,Yes,14,"Not Known",,,,No,,No,,No,,Original,,,"IRFAN AHMED",NA,"06/12/2021 14:45:00",
"MC DONALD'S FAMILY RESTAURANT, COMMERCIAL COMPLES, SHOP NO. 1, G.F. DENIS GATE, VEER MARG, JAMMU 180001",,Lunglei,"JERRYA LEWIS","Outside HH with fixed structure- 2",Yes,,,0121522003,561,Food,Restaurant,"561 - Restaurants and mobile food service activities","raju kyaumur",worker,rajum09@gmail.com,8698745632,000000000,"Enterprise  by itself-1",,perennial-1,fully-1,"Private Limited Company-5",Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,,2003,1,Yes,20,0,0,0,0,0,0,16,4,0,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,16,4,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5,10,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,16,4,20,16,2,18,16,4,20,20,0,0,20,Yes,15,Yes,5,No,,No,,No,,No,,No,,Original,,,"Lalit Kumar",NA,"05/19/2021 14:52:00",
"DZD EXPRESS CARGO, J&K 180001",,Lunglei,"KUNIL BHALLA","Outside HH with fixed structure- 2",Yes,,,0121610073,492,transport,services,"492 - Other land transport","Kunil bhalla",Manager,,0000000000,,"Main Office of an enterprise-2",,perennial-1,fully-1,Proprietary-3,Yes,Yes,No,No,No,No,No,No,No,No,No,,1964,1,Yes,24,1,0,0,0,1,0,20,3,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,21,3,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,00,00,0,0,0,1,0,1,3,10,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,35,21,56,21,3,24,21,3,24,23,0,0,23,Yes,15,Yes,8,No,,Yes,3,No,,No,,No,,Original,,,"IRFAN AHMED",NA,"06/12/2021 14:40:00",
"G.G.M SCIENCE COLLEGE, CANAL ROAD, JAMMU 180001",,Lunglei,"UNIVERSITY OF JAMMU","Outside HH with fixed structure- 2",Yes,,,0121730109,853,"Closed due to covid","Education service","853 - Higher education","Ravender Kumar Tickoo",Principal,principal@ggmsciencecollege.in,1912578189,,"Main Office of an enterprise-2",,seasonal-2,partly-2,"Government / PSU-1",No,,,,,,,,,,,,1905,1,Yes,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,17,0,0,41,17,0,0,0,0,0,0,41,17,0,0,41,17,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,41,17,58,41,17,58,41,17,58,58,0,0,58,No,0,No,0,No,0,"Not Known",0,"Not Known",0,"Not Known",0,"Not Known",0,Original,,,"IRFAN AHMED",NA,"05/26/2021 15:23:00",
"DEE PEE PACKAGING INDUSTRIES, LINE-15, PHASE-2 , SIDCO BARI BRAHMOA, J&K, PIN-181133",,Lawngtlai,"ARCHANA NANDA","Outside HH with fixed structure- 2",Yes,,,0122120025,170,manufacturing,"Goods produced","170 - Manufacture of paper and paper products","mohit abdool",accountant,deepeepack@yahoo.com,9419166531,,"Main Office of an enterprise-2",,casual-3,partly-2,Proprietary-3,Yes,No,No,No,Yes,No,No,Yes,No,No,No,,2011,1,Yes,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,No,20,0,20,2,0,2,2,0,2,1,0,0,1,No,0,No,0,No,0,,0,No,0,No,0,Yes,1,Original,,,"Manzoor Ahmad bhat",NA,"06/05/2021 12:23:00",
"RAILWAY STATION GHAGWAL DISTRICT SAMBA (J&K), J&K 184141",,Lawngtlai,"GOVT RAILWAY STATION","Outside HH with fixed structure- 2",Yes,,,0122410056,491,RAILWAY,"RAILWAY transport","302 - Manufacture of railway locomotives and rolling stock","station head","station head",dayaram579@gmail.com,9796205572,,"Enterprise  by itself-1",,perennial-1,fully-1,"Government / PSU-1",Yes,No,No,No,No,Yes,No,No,No,No,No,,2007,1,No,16,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,,,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,No,16,0,16,16,0,16,16,0,16,16,0,0,16,No,0,No,0,No,0,,0,No,0,No,0,No,0,Original,,,"IRFAN AHMED",NA,"06/01/2021 13:03:00",
"NEW ERA ENVIRONMENTAL , HIGH SCHOOL - CIRALAR ROAD JAMMU - 180001 J&K",,Lawngtlai,"PRABHA JAIN","Outside HH with fixed structure- 2",Yes,,,0122710080,852,Closed,education,"852 - Secondary education","Maitree Jain",Administrator,neweraenvironmental@gmail.co,9419263533,,"Enterprise  by itself-1",,perennial-1,partly-2,"Non Profit Institution-7",Yes,Yes,No,No,No,Yes,No,No,No,No,No,,1984,1,Yes,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,3,17,0,0,0,0,0,0,3,17,0,0,3,17,No,,,No,No,No,,,0,0,0,0,,0,0,0,0,0,,0,1,0,0,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,14,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,3,17,20,3,17,20,3,17,20,20,0,0,20,Yes,12,Yes,12,No,0,Yes,0,No,0,No,0,No,0,Original,,,"IRFAN AHMED",NA,"05/23/2021 15:59:00",
